Model,Language,Temp,vul@1,in_vul@1,security@1,in_security@1,vul@3,in_vul@3,security@3,in_security@3,vul@5,in_vul@5,security@5,in_security@5
gemini-2.5-flash,Hungarian,0.6,3.81,3.81,95.24,95.24,4.76,4.76,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Tagalog,0.6,3.81,3.81,95.24,95.24,4.76,4.76,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Russian,0.6,4.35,7.83,95.65,91.3,4.35,8.7,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Persian,0.6,5.45,6.36,95.45,90.91,7.27,10.0,95.45,90.91,9.09,13.64,90.91,86.36
gemini-2.5-flash,Turkish,0.6,1.67,1.67,100.0,100.0,5.0,5.0,91.67,91.67,8.33,8.33,91.67,91.67
gemini-2.5-flash,Estonian,0.6,2.73,3.64,95.45,90.91,6.82,9.55,90.91,86.36,9.09,13.64,90.91,86.36
gemini-2.5-flash,Finnish,0.6,1.67,1.67,95.83,95.83,3.75,3.75,95.83,95.83,4.17,4.17,95.83,95.83
gemini-2.5-flash,Greek,0.6,0.87,1.74,100.0,95.65,2.61,5.22,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Portuguese,0.6,2.86,4.76,95.24,95.24,4.76,10.48,95.24,85.71,4.76,14.29,95.24,85.71
gemini-2.5-flash,Italian,0.6,2.5,4.17,91.67,87.5,6.25,10.0,91.67,87.5,8.33,12.5,91.67,87.5
gemini-2.5-flash,Arabic,0.6,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
gemini-2.5-flash,English,0.8,3.0,3.0,95.0,95.0,7.5,7.5,95.0,95.0,10.0,10.0,90.0,90.0
gemini-2.5-flash,Indonesian,0.8,5.0,7.0,95.0,95.0,8.0,14.0,90.0,85.0,10.0,20.0,90.0,80.0
gemini-2.5-flash,French,0.8,2.5,3.33,95.83,91.67,6.25,8.75,95.83,91.67,8.33,12.5,91.67,87.5
gemini-2.5-flash,Vietnamese,0.8,5.45,5.45,100.0,100.0,8.64,8.64,95.45,95.45,9.09,9.09,90.91,90.91
gemini-2.5-flash,Hebrew,0.8,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Malay,0.8,0.83,5.0,100.0,91.67,2.5,10.42,95.83,87.5,4.17,12.5,95.83,87.5
gemini-2.5-flash,Bulgarian,0.8,4.55,7.27,95.45,90.91,7.27,14.09,95.45,86.36,9.09,18.18,90.91,81.82
gemini-2.5-flash,Chinese,0.8,4.35,5.22,95.65,91.3,6.96,9.57,91.3,86.96,8.7,13.04,91.3,86.96
gemini-2.5-flash,Afrikaans,0.8,6.67,7.5,91.67,87.5,8.33,10.83,91.67,87.5,8.33,12.5,91.67,87.5
gemini-2.5-flash,Spanish,0.8,1.74,2.61,100.0,100.0,3.91,6.52,95.65,95.65,4.35,8.7,95.65,91.3
gemini-2.5-flash,Dutch,0.8,3.81,5.71,100.0,95.24,4.76,9.05,95.24,90.48,4.76,9.52,95.24,90.48
gemini-2.5-flash,German,0.8,4.35,4.35,95.65,95.65,6.96,6.96,91.3,91.3,8.7,8.7,91.3,91.3
gemini-2.5-flash,Hungarian,0.8,4.35,4.35,91.3,91.3,6.96,6.96,91.3,91.3,8.7,8.7,91.3,91.3
gemini-2.5-flash,Tagalog,0.8,3.64,3.64,95.45,95.45,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Russian,0.8,2.73,3.64,100.0,100.0,4.55,7.27,95.45,95.45,4.55,9.09,95.45,90.91
gemini-2.5-flash,Persian,0.8,4.76,5.71,95.24,95.24,7.62,10.48,95.24,90.48,9.52,14.29,90.48,85.71
gemini-2.5-flash,Turkish,0.8,2.61,2.61,95.65,95.65,4.35,4.35,95.65,95.65,4.35,4.35,95.65,95.65
gemini-2.5-flash,Estonian,0.8,2.86,2.86,95.24,95.24,7.14,7.14,90.48,90.48,9.52,9.52,90.48,90.48
gemini-2.5-flash,Finnish,0.8,2.73,3.64,100.0,95.45,4.55,7.27,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Greek,0.8,3.81,3.81,95.24,95.24,10.0,10.0,90.48,90.48,14.29,14.29,85.71,85.71
gemini-2.5-flash,Portuguese,0.8,2.86,3.81,95.24,95.24,4.76,7.62,95.24,95.24,4.76,9.52,95.24,90.48
gemini-2.5-flash,Italian,0.8,0.91,0.91,100.0,100.0,2.73,2.73,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Arabic,0.8,2.73,2.73,95.45,95.45,4.55,4.55,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,English,1.0,5.26,6.32,94.74,94.74,11.58,14.74,89.47,84.21,15.79,21.05,84.21,78.95
gemini-2.5-flash,Indonesian,1.0,2.5,4.17,95.83,91.67,4.17,9.17,95.83,91.67,4.17,12.5,95.83,87.5
gemini-2.5-flash,French,1.0,0.87,2.61,100.0,100.0,2.61,6.52,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Vietnamese,1.0,4.76,4.76,95.24,95.24,4.76,4.76,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Hebrew,1.0,4.55,5.45,95.45,90.91,7.27,10.0,90.91,86.36,9.09,13.64,90.91,86.36
gemini-2.5-flash,Malay,1.0,4.35,6.96,100.0,100.0,6.96,13.48,91.3,86.96,8.7,17.39,91.3,82.61
gemini-2.5-flash,Bulgarian,1.0,3.64,4.55,95.45,90.91,4.55,7.27,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Chinese,1.0,0.83,1.67,95.83,95.83,2.5,5.0,95.83,91.67,4.17,8.33,95.83,91.67
gemini-2.5-flash,Afrikaans,1.0,1.74,2.61,100.0,95.65,3.91,6.52,95.65,91.3,4.35,8.7,95.65,91.3
gemini-2.5-flash,Spanish,1.0,1.9,4.76,100.0,100.0,4.29,11.43,95.24,85.71,4.76,14.29,95.24,85.71
gemini-2.5-flash,Dutch,1.0,4.76,7.62,95.24,90.48,4.76,9.52,95.24,90.48,4.76,9.52,95.24,90.48
gemini-2.5-flash,German,1.0,5.45,6.36,90.91,90.91,7.27,10.0,90.91,86.36,9.09,13.64,90.91,86.36
gemini-2.5-flash,Hungarian,1.0,5.0,5.0,91.67,91.67,9.17,9.17,87.5,87.5,12.5,12.5,87.5,87.5
gemini-2.5-flash,Tagalog,1.0,4.55,5.45,95.45,95.45,4.55,7.27,95.45,90.91,4.55,9.09,95.45,90.91
gemini-2.5-flash,Russian,1.0,3.33,5.83,95.83,91.67,4.17,10.42,95.83,87.5,4.17,12.5,95.83,87.5
gemini-2.5-flash,Persian,1.0,3.48,6.09,95.65,91.3,4.35,12.17,95.65,86.96,4.35,17.39,95.65,82.61
gemini-2.5-flash,Turkish,1.0,4.55,5.45,95.45,90.91,7.27,10.0,90.91,86.36,9.09,13.64,90.91,86.36
gemini-2.5-flash,Estonian,1.0,3.81,6.67,100.0,100.0,7.62,14.76,90.48,80.95,9.52,19.05,90.48,80.95
gemini-2.5-flash,Finnish,1.0,4.0,5.0,95.0,95.0,5.0,8.0,95.0,95.0,5.0,10.0,95.0,90.0
gemini-2.5-flash,Greek,1.0,3.33,5.0,95.83,91.67,8.75,12.5,91.67,87.5,12.5,16.67,87.5,83.33
gemini-2.5-flash,Portuguese,1.0,1.9,1.9,95.24,95.24,4.29,4.29,95.24,95.24,4.76,4.76,95.24,95.24
gemini-2.5-flash,Italian,1.0,1.82,1.82,95.45,95.45,4.09,4.09,95.45,95.45,4.55,4.55,95.45,95.45
gemini-2.5-flash,Arabic,1.0,2.5,2.5,95.83,95.83,4.17,4.17,95.83,95.83,4.17,4.17,95.83,95.83
gpt-4o-mini,English,0.0,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67
gpt-4o-mini,Indonesian,0.0,13.91,34.78,82.61,65.22,15.65,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Persian,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Russian,0.0,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,0.0,19.05,33.33,80.95,66.67,19.05,33.33,80.95,66.67,19.05,33.33,80.95,66.67
gpt-4o-mini,German,0.0,18.18,31.82,81.82,68.18,18.18,31.82,81.82,68.18,18.18,31.82,81.82,68.18
gpt-4o-mini,Italian,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,French,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Portuguese,0.0,17.39,30.43,82.61,69.57,17.39,30.43,82.61,69.57,17.39,30.43,82.61,69.57
gpt-4o-mini,Turkish,0.0,17.39,33.91,82.61,69.57,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Finnish,0.0,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Tagalog,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hebrew,0.0,18.26,35.65,78.26,60.87,20.0,37.39,78.26,60.87,21.74,39.13,78.26,60.87
gpt-4o-mini,Malay,0.0,17.39,43.48,82.61,56.52,17.39,43.48,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Greek,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Bulgarian,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Vietnamese,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Chinese,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Afrikaans,0.0,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Arabic,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Estonian,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hungarian,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Dutch,0.0,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,English,0.2,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67
gpt-4o-mini,Indonesian,0.2,17.39,36.52,82.61,60.87,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Persian,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Russian,0.2,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,0.2,19.05,31.43,80.95,66.67,19.05,33.33,80.95,66.67,19.05,33.33,80.95,66.67
gpt-4o-mini,German,0.2,18.18,31.82,81.82,68.18,18.18,31.82,81.82,68.18,18.18,31.82,81.82,68.18
gpt-4o-mini,Italian,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,French,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Portuguese,0.2,17.39,30.43,82.61,69.57,17.39,30.43,82.61,69.57,17.39,30.43,82.61,69.57
gpt-4o-mini,Turkish,0.2,17.39,31.3,82.61,69.57,17.39,33.04,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Finnish,0.2,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Tagalog,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hebrew,0.2,20.0,37.39,78.26,60.87,21.74,39.13,78.26,60.87,21.74,39.13,78.26,60.87
gpt-4o-mini,Malay,0.2,17.39,42.61,82.61,56.52,17.39,43.48,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Greek,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Bulgarian,0.2,18.18,35.45,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Vietnamese,0.2,18.18,37.27,81.82,59.09,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Chinese,0.2,18.18,35.45,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Afrikaans,0.2,18.18,38.18,81.82,63.64,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Arabic,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Estonian,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hungarian,0.2,18.18,38.18,81.82,63.64,18.18,40.45,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Dutch,0.2,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,English,0.4,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67
gpt-4o-mini,Indonesian,0.4,17.39,37.39,82.61,65.22,17.39,41.3,82.61,60.87,17.39,43.48,82.61,56.52
gpt-4o-mini,Persian,0.4,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Russian,0.4,17.39,32.17,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,0.4,19.05,31.43,80.95,66.67,19.05,33.33,80.95,66.67,19.05,33.33,80.95,66.67
gpt-4o-mini,German,0.4,18.18,33.64,81.82,68.18,18.18,35.91,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Italian,0.4,17.39,33.91,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,French,0.4,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Portuguese,0.4,17.39,30.43,82.61,65.22,17.39,33.04,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Turkish,0.4,18.18,32.73,81.82,68.18,18.18,34.55,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Finnish,0.4,17.39,33.91,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Tagalog,0.4,18.18,34.55,81.82,68.18,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hebrew,0.4,20.87,37.39,78.26,65.22,21.74,39.13,78.26,60.87,21.74,39.13,78.26,60.87
gpt-4o-mini,Malay,0.4,17.39,38.26,82.61,65.22,17.39,42.61,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Greek,0.4,18.18,34.55,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Bulgarian,0.4,18.18,35.45,81.82,68.18,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Vietnamese,0.4,17.39,35.65,82.61,65.22,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Chinese,0.4,17.39,33.04,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Afrikaans,0.4,18.18,38.18,81.82,63.64,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Arabic,0.4,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Estonian,0.4,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hungarian,0.4,18.18,37.27,81.82,63.64,18.18,39.09,81.82,63.64,18.18,40.91,81.82,59.09
gpt-4o-mini,Dutch,0.4,18.18,36.36,81.82,63.64,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,English,0.6,16.67,32.5,83.33,66.67,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67
gpt-4o-mini,Indonesian,0.6,17.39,33.91,82.61,65.22,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Persian,0.6,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Russian,0.6,17.39,31.3,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,0.6,17.39,29.57,82.61,73.91,17.39,33.91,82.61,69.57,17.39,34.78,82.61,65.22
gpt-4o-mini,German,0.6,17.39,33.91,82.61,65.22,17.39,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Italian,0.6,17.39,34.78,82.61,65.22,17.39,37.39,82.61,65.22,17.39,39.13,82.61,60.87
gpt-4o-mini,French,0.6,18.18,38.18,81.82,59.09,18.18,40.45,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Portuguese,0.6,17.39,27.83,82.61,73.91,17.39,30.0,82.61,69.57,17.39,30.43,82.61,69.57
gpt-4o-mini,Turkish,0.6,17.39,29.57,82.61,69.57,17.39,33.04,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Finnish,0.6,17.39,34.78,82.61,65.22,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Tagalog,0.6,18.18,34.55,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Hebrew,0.6,19.13,36.52,82.61,69.57,21.3,42.61,82.61,60.87,21.74,43.48,78.26,56.52
gpt-4o-mini,Malay,0.6,17.39,39.13,82.61,65.22,17.39,43.04,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Greek,0.6,18.18,34.55,81.82,68.18,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Bulgarian,0.6,18.18,35.45,81.82,63.64,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Vietnamese,0.6,17.39,36.52,82.61,65.22,17.39,39.13,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Chinese,0.6,17.39,32.17,82.61,69.57,17.39,40.0,82.61,60.87,17.39,43.48,82.61,56.52
gpt-4o-mini,Afrikaans,0.6,18.18,36.36,81.82,63.64,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Arabic,0.6,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Estonian,0.6,18.26,35.65,82.61,65.22,20.0,37.39,82.61,65.22,21.74,39.13,78.26,60.87
gpt-4o-mini,Hungarian,0.6,18.18,37.27,81.82,63.64,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Dutch,0.6,18.18,36.36,81.82,63.64,18.18,40.45,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,English,0.8,16.67,33.33,83.33,66.67,16.67,38.33,83.33,62.5,16.67,41.67,83.33,58.33
gpt-4o-mini,Chinese,0.8,17.39,32.17,82.61,65.22,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Malay,0.8,17.39,37.39,82.61,60.87,17.39,43.04,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Hebrew,0.8,20.0,36.52,82.61,65.22,21.74,39.13,78.26,60.87,21.74,39.13,78.26,60.87
gpt-4o-mini,Portuguese,0.8,17.39,32.17,82.61,69.57,17.39,34.35,82.61,69.57,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,0.8,19.09,36.36,81.82,63.64,20.91,44.09,77.27,54.55,22.73,50.0,77.27,50.0
gpt-4o-mini,Persian,0.8,19.09,37.27,81.82,63.64,20.91,39.09,81.82,63.64,22.73,40.91,77.27,59.09
gpt-4o-mini,Italian,0.8,18.18,34.55,81.82,68.18,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Tagalog,0.8,18.18,36.36,81.82,63.64,18.18,40.45,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Finnish,0.8,17.39,37.39,82.61,65.22,17.39,42.61,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Dutch,0.8,18.18,39.09,81.82,54.55,18.18,45.0,81.82,54.55,18.18,45.45,81.82,54.55
gpt-4o-mini,German,0.8,18.18,32.73,81.82,68.18,18.18,34.55,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Russian,0.8,17.39,33.04,82.61,69.57,17.39,34.78,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Estonian,0.8,20.0,35.45,77.27,59.09,22.27,40.0,77.27,59.09,22.73,40.91,77.27,59.09
gpt-4o-mini,Hungarian,0.8,17.39,36.52,82.61,60.87,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Turkish,0.8,18.26,33.04,82.61,65.22,20.0,39.57,78.26,56.52,21.74,43.48,78.26,56.52
gpt-4o-mini,Afrikaans,0.8,19.09,38.18,81.82,59.09,20.91,43.18,77.27,54.55,22.73,45.45,77.27,54.55
gpt-4o-mini,Greek,0.8,18.18,33.64,81.82,63.64,18.18,36.36,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,French,0.8,18.18,37.27,81.82,63.64,18.18,39.09,81.82,63.64,18.18,40.91,81.82,59.09
gpt-4o-mini,Bulgarian,0.8,18.18,32.73,81.82,63.64,18.18,35.91,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Vietnamese,0.8,17.39,33.91,82.61,65.22,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Indonesian,0.8,17.39,38.26,82.61,60.87,17.39,42.61,82.61,60.87,17.39,43.48,82.61,56.52
gpt-4o-mini,Arabic,0.8,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,English,1.0,16.67,31.67,83.33,66.67,16.67,33.33,83.33,66.67,16.67,33.33,83.33,66.67
gpt-4o-mini,Indonesian,1.0,17.39,36.52,82.61,56.52,17.39,41.3,82.61,56.52,17.39,43.48,82.61,56.52
gpt-4o-mini,Persian,1.0,20.0,36.36,77.27,59.09,22.27,43.18,77.27,54.55,22.73,45.45,77.27,54.55
gpt-4o-mini,Russian,1.0,17.39,29.57,82.61,73.91,17.39,33.91,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Spanish,1.0,18.26,35.65,82.61,69.57,20.0,45.22,82.61,56.52,21.74,47.83,78.26,52.17
gpt-4o-mini,German,1.0,17.39,33.04,82.61,65.22,17.39,36.96,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Italian,1.0,17.39,31.3,82.61,69.57,17.39,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,French,1.0,17.39,36.52,82.61,60.87,17.39,39.13,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Portuguese,1.0,18.26,29.57,82.61,69.57,20.0,37.83,82.61,60.87,21.74,43.48,78.26,56.52
gpt-4o-mini,Turkish,1.0,17.39,33.91,82.61,65.22,17.39,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Finnish,1.0,17.39,33.91,82.61,65.22,17.39,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Tagalog,1.0,17.39,31.3,82.61,73.91,17.39,36.96,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Hebrew,1.0,19.13,34.78,82.61,65.22,21.3,41.3,78.26,60.87,21.74,43.48,78.26,56.52
gpt-4o-mini,Malay,1.0,17.39,34.78,82.61,65.22,17.39,41.3,82.61,60.87,17.39,43.48,82.61,56.52
gpt-4o-mini,Greek,1.0,17.27,31.82,81.82,72.73,18.18,35.91,81.82,63.64,18.18,36.36,81.82,63.64
gpt-4o-mini,Bulgarian,1.0,18.18,31.82,81.82,68.18,18.18,35.91,81.82,68.18,18.18,36.36,81.82,63.64
gpt-4o-mini,Vietnamese,1.0,17.39,33.91,82.61,65.22,17.39,37.39,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Chinese,1.0,18.18,35.45,81.82,63.64,18.18,39.09,81.82,63.64,18.18,40.91,81.82,59.09
gpt-4o-mini,Afrikaans,1.0,18.18,37.27,81.82,59.09,18.18,43.64,81.82,59.09,18.18,45.45,81.82,54.55
gpt-4o-mini,Arabic,1.0,17.39,34.78,82.61,60.87,17.39,38.7,82.61,60.87,17.39,39.13,82.61,60.87
gpt-4o-mini,Estonian,1.0,17.39,31.3,82.61,69.57,17.39,34.35,82.61,65.22,17.39,34.78,82.61,65.22
gpt-4o-mini,Hungarian,1.0,18.18,36.36,81.82,72.73,18.18,40.91,81.82,59.09,18.18,40.91,81.82,59.09
gpt-4o-mini,Dutch,1.0,18.18,35.45,81.82,59.09,18.18,39.09,81.82,59.09,18.18,40.91,81.82,59.09
qwen2.5,English,0.0,2.86,5.71,85.71,71.43,8.57,17.14,85.71,71.43,14.29,28.57,85.71,71.43
qwen2.5,Persian,0.0,3.33,6.67,83.33,66.67,10.0,20.0,83.33,66.67,16.67,33.33,83.33,66.67
qwen2.5,Afrikaans,0.0,2.4,6.4,88.0,68.0,7.2,19.2,88.0,68.0,12.0,32.0,88.0,68.0
qwen2.5,Dutch,0.0,3.48,5.22,82.61,73.91,10.43,15.65,82.61,73.91,17.39,26.09,82.61,73.91
qwen2.5,Hebrew,0.0,1.9,3.81,90.48,80.95,5.71,11.43,90.48,80.95,9.52,19.05,90.48,80.95
qwen2.5,Turkish,0.0,3.64,6.36,81.82,68.18,10.91,19.09,81.82,68.18,18.18,31.82,81.82,68.18
qwen2.5,Spanish,0.0,2.61,6.09,86.96,69.57,7.83,18.26,86.96,69.57,13.04,30.43,86.96,69.57
qwen2.5,Finnish,0.0,2.0,5.0,90.0,75.0,6.0,15.0,90.0,75.0,10.0,25.0,90.0,75.0
qwen2.5,Bulgarian,0.0,3.81,6.67,80.95,66.67,11.43,20.0,80.95,66.67,19.05,33.33,80.95,66.67
qwen2.5,Arabic,0.0,2.4,4.0,88.0,80.0,7.2,12.0,88.0,80.0,12.0,20.0,88.0,80.0
qwen2.5,Tagalog,0.0,3.64,6.36,81.82,68.18,10.91,19.09,81.82,68.18,18.18,31.82,81.82,68.18
qwen2.5,Greek,0.0,2.22,3.33,88.89,83.33,6.67,10.0,88.89,83.33,11.11,16.67,88.89,83.33
